bibcode,title,year,month,journal,volume,page,n_authors,n_colombian_authors,num_citations,keywords,doi,arxiv_id,url
2026ApJ..1001L..20H,AT2025ulz and S250818k: Leveraging DESI Spectroscopy in the Hunt for a Kilonova Associated with a Subsolar-mass Gravitational-wave Candidate,2026,4,The Astrophysical Journal Letters,1001,L20,51,1,10,Galaxies; Time domain astronomy; Gravitational waves; Transient sources; Type II supernovae; 573; 2109; 678; 1851; 1731; High Energy Astrophysical Phenomena,10.3847/2041-8213/ae4338,arXiv:2510.23723,https://ui.adsabs.harvard.edu/abs/2026ApJ..1001L..20H
2026ApJ..1001..162A,DESI Strong Lens Foundry. III. Keck Spectroscopy for Strong Lenses Discovered Using Residual Neural Networks,2026,4,The Astrophysical Journal,1001,162,52,1,5,Strong gravitational lensing; Gravitational lensing; Galaxy spectroscopy; Infrared spectroscopy; Spectroscopy; High-redshift galaxies; 1643; 670; 2171; 2285; 1558; 734; Cosmology and Nongalactic Astrophysics; Astrophysics of Galaxies,10.3847/1538-4357/ae4a9a,arXiv:2509.18086,https://ui.adsabs.harvard.edu/abs/2026ApJ..1001..162A
2026ApJ..1001..157A,Probing the Environment around GW170817 with DESI: Insights on Galaxy Group Peculiar Velocities for Standard Siren Measurements,2026,4,The Astrophysical Journal,1001,157,59,1,3,Observational cosmology; Gravitational waves; 1146; 678; Cosmology and Nongalactic Astrophysics,10.3847/1538-4357/ae4b37,arXiv:2512.08818,https://ui.adsabs.harvard.edu/abs/2026ApJ..1001..157A
2026ApJ..1001...20D,DESI EDR: Calibrating the Tully─Fisher Relationship with the DESI Peculiar Velocity Survey,2026,4,The Astrophysical Journal,1001,20,48,1,6,Spiral galaxies; Galaxy distances; Galaxy rotation; Galaxy kinematics; 1560; 590; 618; 602; Astrophysics of Galaxies,10.3847/1538-4357/ae517b,arXiv:2507.11765,https://ui.adsabs.harvard.edu/abs/2026ApJ..1001...20D
2026ApJ..1000..282M,Chromaticity-optimized Antenna Design and Bayesian Foreground Validation for the CANTAR Global 21 cm Experiment,2026,4,The Astrophysical Journal,1000,282,9,9,0,Astronomical instrumentation; Cosmology; Astronomical simulations; Single-dish antennas; Radio astronomy; Reionization; 799; 343; 1857; 1460; 1338; 1383; Instrumentation and Methods for Astrophysics,10.3847/1538-4357/ae4800,arXiv:2602.18276,https://ui.adsabs.harvard.edu/abs/2026ApJ..1000..282M
2026A&A...708A.219Q,The DESI DR1 peculiar velocity survey: Growth rate measurements from the galaxy power spectrum,2026,4,Astronomy and Astrophysics,708,A219,66,1,15,cosmological parameters; large-scale structure of Universe; Cosmology and Nongalactic Astrophysics,10.1051/0004-6361/202558368,arXiv:2512.03231,https://ui.adsabs.harvard.edu/abs/2026A&A...708A.219Q
2026JCAP...05..098C,Constraining primordial non-Gaussianity from DESI DR1 quasars and Planck PR4 CMB lensing,2026,5,Journal of Cosmology and Astroparticle Physics,2026,098,57,1,4,cosmological parameters from LSS; inflation; physics of the early universe; cosmological parameters from CMBR; Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2026/05/098,arXiv:2512.17865,https://ui.adsabs.harvard.edu/abs/2026JCAP...05..098C
2026JCAP...05..073C,Full calibration of the tomographic redshift distribution from the HSC PDR3 Shape Catalog with DESI,2026,5,Journal of Cosmology and Astroparticle Physics,2026,073,56,1,8,galaxy surveys; redshift surveys; weak gravitational lensing; Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2026/05/073,arXiv:2511.18133,https://ui.adsabs.harvard.edu/abs/2026JCAP...05..073C
2026JCAP...05..010T,Probing the limits of cosmological information from the Lyman-α forest 2-point correlation functions,2026,5,Journal of Cosmology and Astroparticle Physics,2026,010,51,1,2,cosmological parameters from LSS; Lyman alpha forest; Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2026/05/010,arXiv:2509.14322,https://ui.adsabs.harvard.edu/abs/2026JCAP...05..010T
2026JCAP...05..002F,DESI DR2 reference mocks: clustering results from UCHUU-BGS and LRG,2026,5,Journal of Cosmology and Astroparticle Physics,2026,002,67,1,3,cosmological simulations; galaxy clustering; galaxy evolution; power spectrum; Astrophysics of Galaxies; Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2026/05/002,arXiv:2507.01593,https://ui.adsabs.harvard.edu/abs/2026JCAP...05..002F
2026JCAP...05..001C,Extensive analysis of reconstruction algorithms for DESI 2024 baryon acoustic oscillations,2026,5,Journal of Cosmology and Astroparticle Physics,2026,001,67,1,24,baryon acoustic oscillations; cosmological parameters from LSS; redshift surveys; Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2026/05/001,arXiv:2411.19738,https://ui.adsabs.harvard.edu/abs/2026JCAP...05..001C
2026ApJ..1003...94H,Measurements of Quasar Proximity Zones with the Lyα Forest of DESI Y1 Quasars,2026,5,The Astrophysical Journal,1003,94,44,1,1,Quasars; Lyman alpha forest; Intergalactic medium; Galaxy environments; Redshift surveys; 1319; 980; 813; 2029; 1378; Astrophysics of Galaxies; Cosmology and Nongalactic Astrophysics,10.3847/1538-4357/ae644b,arXiv:2512.18281,https://ui.adsabs.harvard.edu/abs/2026ApJ..1003...94H
2026ApJ..1003...41A,Deep Search for Joint Sources of Gravitational Waves and High-energy Neutrinos with IceCube during the Third Observing Run of LIGO and Virgo,2026,5,The Astrophysical Journal,1003,41,200,0,0,High energy astrophysics; Neutrino astronomy; Gravitational wave astronomy; Gravitational wave sources; 739; 1100; 675; 677; High Energy Astrophysical Phenomena,10.3847/1538-4357/ae4e1b,arXiv:2601.07595,https://ui.adsabs.harvard.edu/abs/2026ApJ..1003...41A
2026ApJ..1002...59H,XUE. Modeling MIR Molecular Gas Tracers of Truncation in Highly Irradiated Planet-forming Disks,2026,5,The Astrophysical Journal,1002,59,16,3,0,Protoplanetary disks; Pre-main sequence stars; Proplyds; Polycyclic aromatic hydrocarbons; Radiative transfer simulations; 1300; 1290; 1296; 1280; 1967,10.3847/1538-4357/ae5b83,,https://ui.adsabs.harvard.edu/abs/2026ApJ..1002...59H
2026AJ....171..292L,Signatures of a Tidally Induced Spiral Arm at the Anticenter of the Milky Way and a Kinematically Extended Anticenter Stream Using DESI Data Release 2,2026,5,The Astronomical Journal,171,292,49,1,3,Milky Way Galaxy; Milky Way disk; Milky Way dynamics; Milky Way evolution; Galactic anticenter; Galaxy structure; 1054; 1050; 1051; 1052; 564; 622; Astrophysics of Galaxies,10.3847/1538-3881/ae5100,arXiv:2601.14562,https://ui.adsabs.harvard.edu/abs/2026AJ....171..292L
2026AJ....171..285D,Data Release 1 of the Dark Energy Spectroscopic Instrument,2026,5,The Astronomical Journal,171,285,200,1,520,Redshift surveys; Astronomy data reduction; Sky surveys; Astronomy databases; Astronomy data analysis; Observational astronomy; 1378; 1861; 1464; 83; 1858; 1145; Cosmology and Nongalactic Astrophysics,10.3847/1538-3881/ae4c43,arXiv:2503.14745,https://ui.adsabs.harvard.edu/abs/2026AJ....171..285D
2026A&A...709A.125C,Bulgeless Evolution And the Rise of Discs (BEARD): III. A numerical simulation view of satellites around Milky-Way analogues,2026,5,Astronomy and Astrophysics,709,A125,20,0,0,methods: data analysis; methods: numerical; galaxies: evolution; galaxies: interactions; galaxies: luminosity function; mass function; galaxies: spiral; Astrophysics of Galaxies,10.1051/0004-6361/202557194,arXiv:2605.18975,https://ui.adsabs.harvard.edu/abs/2026A&A...709A.125C
2026A&A...709A..39K,PDRs4All: XX. The 6─9 μm region as a probe of PAH charge and size in the Orion Bar,2026,5,Astronomy and Astrophysics,709,A39,27,1,2,astrochemistry; techniques: photometric; techniques: spectroscopic; ISM: molecules; photon-dominated region (PDR); ISM: individual objects; Astrophysics of Galaxies,10.1051/0004-6361/202557535,arXiv:2510.06167,https://ui.adsabs.harvard.edu/abs/2026A&A...709A..39K
2026PASP..138f4201A,Exploring Galactic open clusters with Gaia. II. Dynamical Evolution and Stellar Population Properties in Fifteen Nearby Open Clusters,2026,6,Publications of the Astronomical Society of the Pacific,138,064201,3,2,0,Open star clusters; Binary stars; Initial mass function; Astronomy data analysis; 1160; 154; 796; 1858,10.1088/1538-3873/ae7204,,https://ui.adsabs.harvard.edu/abs/2026PASP..138f4201A
2026MNRAS.549ag866M,DESI DR2 Galaxy luminosity functions,2026,6,Monthly Notices of the Royal Astronomical Society,549,stag866,57,1,6,galaxies: luminosity function; mass function; galaxies: statistics; Astrophysics of Galaxies,10.1093/mnras/stag866,arXiv:2511.01803,https://ui.adsabs.harvard.edu/abs/2026MNRAS.549ag866M
2026MNRAS.548ag760J,Caught in the post-mass transfer phase: discovery that HD 46198 is a rare extreme mass ratio SB2 binary,2026,6,Monthly Notices of the Royal Astronomical Society,548,stag760,4,1,0,techniques: radial velocities; binaries: spectroscopic; stars: fundamental parameters; stars: individual: HD 46198,10.1093/mnras/stag760,,https://ui.adsabs.harvard.edu/abs/2026MNRAS.548ag760J
2026JCAP...06..062F,Assembly bias and local Primordial non-Gaussianity from DESI DR1 quasars,2026,6,Journal of Cosmology and Astroparticle Physics,2026,062,43,1,0,cosmological parameters from LSS; cosmological simulations; non-gaussianity; redshift surveys; Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2026/06/062,arXiv:2602.12357,https://ui.adsabs.harvard.edu/abs/2026JCAP...06..062F
2026JCAP...06..043F,Cosmological constraints from a joint DESI DR1 Full-Shape and DR2 BAO,2026,6,Journal of Cosmology and Astroparticle Physics,2026,043,64,1,0,cosmological parameters from LSS; baryon acoustic oscillations; neutrino masses from cosmology; dark energy experiments,10.1088/1475-7516/2026/06/043,,https://ui.adsabs.harvard.edu/abs/2026JCAP...06..043F
2026JCAP...06..040C,Cosmological analysis of the DESI DR1 Lyα 1D power spectrum,2026,6,Journal of Cosmology and Astroparticle Physics,2026,040,66,1,10,cosmological parameters from LSS; Lyman alpha forest; cosmology of theories beyond the SM; neutrino masses from cosmology; Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2026/06/040,arXiv:2601.21432,https://ui.adsabs.harvard.edu/abs/2026JCAP...06..040C
2026JCAP...06..010G,Fiducial-cosmology-dependent systematics for the DESI 2024 full-shape analysis,2026,6,Journal of Cosmology and Astroparticle Physics,2026,010,68,1,1,galaxy clustering; power spectrum; dark energy experiments; redshift surveys; Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2026/06/010,arXiv:2509.08057,https://ui.adsabs.harvard.edu/abs/2026JCAP...06..010G
2026ApJ..1004L..23A,GW230814: Investigation of a Loud Gravitational-wave Signal Observed with a Single Detector,2026,6,The Astrophysical Journal Letters,1004,L23,200,0,41,Gravitational waves; Gravitational wave sources; Gravitational wave astronomy; Black hole physics; Quasinormal modes; Compact binary stars; LIGO; 678; 677; 675; 159; 1320; 283; 920; General Relativity and Quantum Cosmology; High Energy Astrophysical Phenomena,10.3847/2041-8213/ae2ad3,arXiv:2509.07348,https://ui.adsabs.harvard.edu/abs/2026ApJ..1004L..23A
2026ApJ..1004L..22A,GWTC-4.0: Updating the Gravitational-wave Transient Catalog with Observations from the First Part of the Fourth LIGO─Virgo─KAGRA Observing Run,2026,6,The Astrophysical Journal Letters,1004,L22,200,0,37,Gravitational wave astronomy; Gravitational wave detectors; Gravitational wave sources; Stellar mass black holes; Neutron stars; 675; 676; 677; 1611; 1108,10.3847/2041-8213/ae2c74,,https://ui.adsabs.harvard.edu/abs/2026ApJ..1004L..22A
2026ApJ..1004L..21A,GWTC-4.0: Methods for Identifying and Characterizing Gravitational-wave Transients,2026,6,The Astrophysical Journal Letters,1004,L21,200,0,105,Gravitational wave astronomy; Gravitational wave detectors; Gravitational wave sources; Stellar mass black holes; Neutron stars; 675; 676; 677; 1611; 1108; General Relativity and Quantum Cosmology; High Energy Astrophysical Phenomena,10.3847/2041-8213/ae447b,arXiv:2508.18081,https://ui.adsabs.harvard.edu/abs/2026ApJ..1004L..21A
2026ApJ..1004..235C,The DESI DR1 Peculiar Velocity Survey: Global Zero-point and H<SUB>0</SUB> Constraints,2026,6,The Astrophysical Journal,1004,235,58,1,5,Galaxies; Cosmology; Large-scale structure of the universe; 573; 343; 902; Cosmology and Nongalactic Astrophysics,10.3847/1538-4357/ae6866,arXiv:2512.03232,https://ui.adsabs.harvard.edu/abs/2026ApJ..1004..235C
2026ApJ..1004..232A,"Open Data from LIGO, Virgo, and KAGRA through the First Part of the Fourth Observing Run",2026,6,The Astrophysical Journal,1004,232,200,0,10,Black holes; Gravitational waves; Astronomy databases; 162; 678; 83,10.3847/1538-4357/ae211e,,https://ui.adsabs.harvard.edu/abs/2026ApJ..1004..232A
2026ApJ..1004..204A,Searches for Continuous Gravitational Waves from Supernova Remnants in the First Part of the LIGO-Virgo-KAGRA Fourth Observing Run,2026,6,The Astrophysical Journal,1004,204,200,0,2,Neutron stars; Supernova remnants; Gravitational waves; Gravitational wave astronomy; 1108; 1667; 678; 675; General Relativity and Quantum Cosmology; High Energy Astrophysical Phenomena,10.3847/1538-4357/ae6263,arXiv:2603.25808,https://ui.adsabs.harvard.edu/abs/2026ApJ..1004..204A
2026ApJ..1003L..47L,A Natural ≳100× Telescope: Discovery of the Strongly Lensed Type II SN 2025mkn at z = 1.37,2026,6,The Astrophysical Journal Letters,1003,L47,93,1,4,Strong gravitational lensing; Type II supernovae; Supernovae; 1643; 1731; 1668; Cosmology and Nongalactic Astrophysics; Astrophysics of Galaxies,10.3847/2041-8213/ae6780,arXiv:2604.07983,https://ui.adsabs.harvard.edu/abs/2026ApJ..1003L..47L
2026AdSpR..7712754A,Establishing atmospheric turbulence thresholds for reliable ground-based solar magnetograms,2026,6,Advances in Space Research,77,12754,4,4,0,Solar flares; Magnetic field; Stokes profiles; Atmospheric turbulence; Fried parameter; Phase screens; Point spread function,10.1016/j.asr.2026.03.070,,https://ui.adsabs.harvard.edu/abs/2026AdSpR..7712754A
2026AJ....171..351S,Extremely Metal-poor Galaxies in DESI DR1: Connections to Galaxies in the Early Universe,2026,6,The Astronomical Journal,171,351,46,1,1,Galaxies; Metallicity; High-redshift galaxies; Emission line galaxies; 573; 1031; 734; 459; Astrophysics of Galaxies,10.3847/1538-3881/ae63b5,arXiv:2603.05934,https://ui.adsabs.harvard.edu/abs/2026AJ....171..351S
2026AJ....171..348D,The Backup Program of the Dark Energy Spectroscopic Instrument's Milky Way Survey,2026,6,The Astronomical Journal,171,348,70,1,10,Sky surveys; Redshift surveys; Galaxy stellar content; Stellar kinematics; Milky Way Galaxy; Giant stars; 1464; 1378; 621; 1608; 1054; 655; Solar and Stellar Astrophysics; Astrophysics of Galaxies; Instrumentation and Methods for Astrophysics,10.3847/1538-3881/ae5dd0,arXiv:2505.17230,https://ui.adsabs.harvard.edu/abs/2026AJ....171..348D
2026A&A...710A.155D,Emulating galaxy and peculiar velocity clustering on non-linear scales,2026,6,Astronomy and Astrophysics,710,A155,40,1,0,dark energy; large-scale structure of Universe; Cosmology and Nongalactic Astrophysics,10.1051/0004-6361/202659295,arXiv:2602.03382,https://ui.adsabs.harvard.edu/abs/2026A&A...710A.155D
2026MNRAS.549ag887C,Early results in the search for extreme coronal line emitters with the Dark Energy Spectroscopic Instrument,2026,7,Monthly Notices of the Royal Astronomical Society,549,stag887,47,1,0,galaxies: active; transients: tidal disruption events; High Energy Astrophysical Phenomena,10.1093/mnras/stag887,arXiv:2601.20964,https://ui.adsabs.harvard.edu/abs/2026MNRAS.549ag887C
2026ApJS..285...10H,The DESI Transients Survey: Legacy Classifications and Methodology,2026,7,The Astrophysical Journal Supplement Series,285,10,60,1,6,Supernovae; Core-collapse supernovae; Type Ia supernovae; Transient detection; Transient sources; Time domain astronomy; 1668; 304; 1728; 1957; 1851; 2109; High Energy Astrophysical Phenomena,10.3847/1538-4365/ae6509,arXiv:2601.12611,https://ui.adsabs.harvard.edu/abs/2026ApJS..285...10H
2026ApJ..1005L..51A,GWTC-4.0: Population Properties of Merging Compact Binaries,2026,7,The Astrophysical Journal Letters,1005,L51,200,0,335,Gravitational waves; Astrophysical black holes; Neutron stars; Compact binary stars; 678; 98; 1108; 283; High Energy Astrophysical Phenomena; General Relativity and Quantum Cosmology,10.3847/2041-8213/ae771e,arXiv:2508.18083,https://ui.adsabs.harvard.edu/abs/2026ApJ..1005L..51A
2026ApJ..1005..221A,Narrowband Searches for Continuous Gravitational Waves from known Pulsars in the First Two Parts of the Fourth LIGO─Virgo─KAGRA Observing Run,2026,7,The Astrophysical Journal,1005,221,200,0,5,Gravitational wave astronomy; Pulsars; Neutron stars; Binary stars; 675; 1306; 1108; 154; General Relativity and Quantum Cosmology; High Energy Astrophysical Phenomena,10.3847/1538-4357/ae77fc,arXiv:2603.25938,https://ui.adsabs.harvard.edu/abs/2026ApJ..1005..221A
2026ApJ..1005..200M,"The Kinematically Hot, Extremely Metal-poor C-19 Stellar Stream in DESI DR2",2026,7,The Astrophysical Journal,1005,200,51,1,4,Stellar streams; Milky Way dynamics; Dark matter; Star clusters; 2166; 1051; 353; 1567; Astrophysics of Galaxies,10.3847/1538-4357/ae7440,arXiv:2603.11171,https://ui.adsabs.harvard.edu/abs/2026ApJ..1005..200M
2026ApJ..1005...19L,The Velocity Field of Our Milky Way Outer Stellar Halo Based on DESI DR2,2026,7,The Astrophysical Journal,1005,19,56,1,0,Milky Way Galaxy; Milky Way stellar halo; Large Magellanic Cloud; Galaxy stellar content; 1054; 1060; 903; 621,10.3847/1538-4357/ae7346,,https://ui.adsabs.harvard.edu/abs/2026ApJ..1005...19L
